ProgrammingLanguageName	CommentText	PairID	RepoDescription	SourceDescription
C#	\n Klasa koja predstavlja jedan element liste.\n	mkovacevic-comment-29.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	\n Konstruktor koji prima referencu na glavnu formu, broj u elementu,\n koordinate elementa i sirinu.\n \n	mkovacevic-comment-30.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	iscrtava element	mkovacevic-comment-31.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	animirano transliranje elementa odozgo udesno ulevo	mkovacevic-comment-32.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	animirano transliranje odozdo na levo desno	mkovaceivc-comment-33.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	pomeranje elementa na date koordinate	mkovacevic-comment-34.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	\n Klasa koja predstavlja listu elemenata\n	mkovacevic-comment-35.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	daje x koordinatu elementa na osnovu indeksa u listi	mkovacevic-comment-36.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	postavlja nasumicne brojeve u elemente liste	mkovacevic-comment-37.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	iscrtava sve elemente liste	mkovacevic-comment-38.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	menja mesto dva elementa	mkovacevic-comment-39.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	jedan cvor u stablu	mkovacevic-comment-40.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	dodavanje elementa u stablo	mkovacevic-comment-41.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	rekurzivno dodavanje elementa u stablo	mkovacevic-comment-42.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	menja koordinata tako da pravi novu sortiranu listu od stabla	mkovacevic-comment-43.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	racuna x koordinatu na osnovu indeksa u listi	mkovacevic-comment-44.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	rekurzivni inorder algoritam	mkovacevic-comment-45.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	menja koordinate elementa i postavlja ga na odgovarajucu poziciju\n pravi stablo od liste	mkovacevic-comment-46.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	daje koordinate odredjenom elementu	mkovacevic-comment-47.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	iscrtava novo stanje forme	mkovacevic-comment-48.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	postavlja nasumicne brojeve u elemente liste	mkovacevic-comment-49.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	postavlja novu x koordinatu sredine ekrana kada forma promeni velicinu	mkovacevic-comment-50.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	izvrsava quicksort	mkovacevic-comment-51.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	izvrsava bubblesort	mkovacevic-comment-52.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	pravi novu listu na osnovu unosa korisnika	mkovacevic-comment-53.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	zaustavlja izvrsavanje trenutnog algoritma	mkovacevic-comment-54.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	zaustavlja niti koje rade kada se forma gasi	mkovacevic-comment-55.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	crta pivot ako postoji	mkovacevic-comment-56.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	crta I ako postoji	mkovacevic-comment-57.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	crta J ako postoji	mkovacevic-comment-58.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	zaustavlja niti koje trenutno rade	mkovacevic-comment-59.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	stampanje dokumentacije	mkovacevic-comment-60.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	korisnik se ulogovao kao obicni korisnik	mkovacevic-comment-61.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	korisnik se ulogovao kao gost	mkovacevic-comment-62.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	korisnik se ulogovao kao admin	mkovacevic-comment-63.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	pomoc uputstvo za upotrebu	mkovacevic-comment-64.txt	hamzamuric/Sortiranje	not recorded, check in repo :(
C#	Ova klasa će mi služit za vježbanje async i await keyworda	mkovacevic-comment-65.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda vraća html element stranice čiju adresu proslijedimo u contructor u	mkovacevic-comemnt-66.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda asinhrono vraća html element stranice čiju adresu proslijedimo u constructor u	mkovacevic-comment-67.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda služi da mjerimo vrijeme između poziva GetHtmlAsync i da nam ispiše prvih 10 slova html elementa	mkovacevic-comment-68.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova meotda služi da mjerimo vrijeme između poziva G i da na ispiše prvih 10 slova html elementa\n Vrijeme izvršavanja 0.5 sec\n	mkovacevic-comment-69.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova klasa je vježba dynamic keyword a, trebala bi vratit bilo koju vrijednost koja joj se proslijedi	mkovacevic-comment-70.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	\n Ovdje vježbam evente sa EventHandler om\n	mkovacevic-comment-71.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova klasa nam služi da imamo neki objekat koji možemo slati preko eventa	mkovacevic-comment-72.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova klasa je publisher eventova. Ona poziva metode koje sadrži event VideoEncoded.\n Event je u principu samo delegat kao polje na klasi, koji kao parametre prima object i EventArgs.\n Možemo sami definisati delegat object source, EventArgs e ili možemo koristiti već definisane EventArgs i EventArgs T \n	mkovacevic-comment-73.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda poziva metodu koja poziva event, onVideoEncoded.	mkovacevic-comment-74.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda poziva event. Prvo provjerava ima li ijedan subsrciber metoda dodijeljena delegatu VideoEncoded i ako ima poziva VideoEncoded\n U parametre šalje this, trenutni objekat koji pizva VideoEncoded VideoEncoder , i VideoEventArgs inicijaliziran sa Video objektom\n	mkovacevic-comment-75.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ovo je klasa koja ima subscriber metodu\n Inicijaliziramo jedan objekat klase MailService i onda dodijelimo metodu MailService.OnVideoEncoded, objektu VideoEncoder property u VideoEncoded\n videoEncoderObjekat.VideoEncoded mailServiceObjekat.OnVideoEncoded \n Kada publisher VideoEncoder objekat pozove svoju OnVideoEncoded metodu pozvat će se OnVideoEncoded metoda subscribera MailService	mkovacevic-comment-76.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Možemo i sami derive ati svoju EventArgs, od EventArgs a, klasu i dodati joj polja koja želimo, kao što se može vidjet ispod\n U ovom slučaju smo dodali property Video i koristimo ga da prikažemo titlove video objekta\n	mkovacevic-comment-77.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ovaj custom exception kao parametre prima string sa porukom greške i Exception objekat koji sadrži pravi razlog problema\n Zamisao ovoga je da korisniku pošaljemu neku generičnu poruku, dok bi developer kroz innnerException znao pravi razlog\n	mkovacevic-comment-78.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda treba da iščita datoteku iz adrese koja se nalazi u string u adress, u slučaju da to nije moguće ispiše exception Message i throw a ga\n	mkovacevic-comemnt-79.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Ova metoda prima broj i ako nije 5 throw a novi Exception sa porukom problema\n Catch dio throw a custom exception ExceptionalException i kao parametar, innerException šalje prvi exception	mkovacevic-comment-80.txt	StefanBalaban/DotNet	not recorded, check in repo :(
C#	Da bi testirali return tip neke metode koja vraća podklasu od tipa definisanog u potpisu\n Treba nam jedna bazna klasa i jedna ili više podklasa\n Ja ću definisati klasu Automobil kao baznu klasu\n A Mercedes i Volkswagen kao podklase\n	mkovacevic-comment-81.txt	StefanBalaban/Testiranje	not recorded, check in repo :(
C#	Ova podklasa služi da testiramo Is.InsanceOf metod na Volkwagen klasi	mkovacevic-comemnt-82.txt	StefanBalaban/Testiranje	not recorded, check in repo :(
C#	Kreirati klasu BazaKnjga koja u svom konstruktoru inicijalizuje listu knjiga. Ima metode \n • void dodajKnjigu Knjiga k , koja dodaje knjigu u listu,\n • void formiranjeUkupneCene Knjiga k , koja uvećava broj njiga i sabira cenu prosleđene knjige\n • decimal srednjaCena , racuna srednju cenu knjiga\n Pored ovih metode definisati i dve metode koje kao parametar imaju DelegatObradeKnjige\n • void knjigeSaTvrdimPovezom DelegatObradeKnjige processBook \n • void sveKnjige DelegatObradeKnjige processBook \n\n	mkovacevic-comment-83.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	dodaje knjigu u listu	mkovacevic-comment-84.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	uvećava broj njiga i sabira cenu prosleđene knjige	mkovacevic-comment-85.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	racuna srednju cenu knjiga	mkovacevic-comment-86.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	0000\n 0000\n Pored ovih metode definisati i dve metode koje kao parametar imaju DelegatObradeKnjige \n 0000\n 0000	mkovacevic-comment-87.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	Poziv delegata za svaku knjigu da bi je obradio	mkovacevic-comment-88.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	Klasa za testiranje knjige u bazi	mkovacevic-comment-89.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	Izvršavanje počinje ovde.	mkovacevic-comment-90.txt	kameleon00/Delegati2	not recorded, check in repo :(
C#	Klasa koja moze da cuva ceo datum ili samo godinu	mkovacevic-comment-91.txt	stankela/bilten	not recorded, check in repo :(
C#	NOTE Operator onako kako je implementiran u klasi Object \n ne poziva metod Equals. Da bi koriscenje operatora dovelo do poziva\n metoda Equals potrebno je eksplicitno implementirati operator i u njemu\n pozivati Equals.	mkovacevic-comment-92.txt	stankela/bilten	not recorded, check in repo :(
C#	deep copies part of the graph\n virtual je zbog proxy podrske za NHibernate	mkovacevic-comemnt-93.txt	stankela/bilten	not recorded, check in repo :(
C#	shallow copy\n virtual je zbog proxy podrske za NHibernate	mkovaceivc-comment-94.txt	stankela/bilten	not recorded, check in repo :(
C#	Nadklasa za sva 4 duha.	mkovacevic-comment-95.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Resetira duha na početak i duh čeka određeno vrijeme prije nego što se počne kretati.	mkovacevic-comment-96.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Poziva se kada pacman pojede super kolačić. Duh prelazi u stanje bježanja na duration milisekundi.	mkovacevic-comment-97.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Promjeni izgled duha u njegovu standardnu formu kada lovi pacmana.\n Ne radi ništa ako duh bježi.	mkovacevic-comment-98.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Ovom metodom se duhu javlja da je pojedana trula jagoda.\n	mkovacevic-comment-99.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Ovaj duh pokušava doći do pozicije 4 mjesta ispred pacmana.	mkovacevic-comment-100.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Ovaj duh se pokušava pozicionirati tako da je\n pacman od prilike između njega i crvenog duha.	mkovacevic-comment-101.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Ovaj duh lovi pacmanovu trenutnu poziciju dok god je\n pacman za više od 8 polja udaljen od pacmana.\n Inače bježi u red 100 i stupac 100.	mkovacevic-comment-102.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Ghosts.cs
C#	Funkcija koje osigurava da glavna forma prepoznaje inpute strjelica	mkovacevic-comment-103.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Form1.cs
C#	Pomoćna funkcija.	mkovacevic-comment-104.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Form1.cs
C#	Trajanje superKolaća, 7 sekundi na levelu 1, 0 sekundi na levelu 21 i dalje.	mkovacevic-comment-105.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Form1.cs
C#	Početne koordinate voća su 0, 0 postavljaju se u\n movableCharacter konstruktoru . Ta pozicija\n također označava da voće trenutno nije na ekranu.\n	mkovacevic-comment-106.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Fruits.cs
C#	Je li voće trenutno na ekranu.	mkovacevic-comment-107.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Fruits.cs
C#	Voće se pojavljuje se na koordinatama i, j .\n	mkovacevic-comment-108.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Fruits.cs
C#	Voće se smije pojaviti na kvadratima na kojima nije\n zid i neko drugo voće.	mkovacevic-comment-109.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Fruits.cs
C#	Zlatna jabuka ne može biti trula.	mkovacevic-comment-110.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Fruits.cs
C#	Resetiranje Pacmana.	mkovacevic-comment-111.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Pacman.cs
C#	Ovu metodu poziva duh nakon što pojede pacmana.	mkovacevic-comment-112.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Pacman.cs
C#	Dodavanje života.	mkovacevic-comment-113.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Pacman.cs
C#	Ovu metodu poziva duh nakon što ga pacman pojede.\n Duh se prije poziva ove metode vraća u kuću.	mkovacevic-comment-114.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Pacman.cs
C#	\n Dio vezan za implementaciju voća.\n \n Javljanje da je pojedena trula trešnja	mkovacevic-comment-115.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Pacman.cs
C#	Javljanje da je pojedena trula kruška.	mkovacevic-comment-116.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/Pacman.cs
C#	Konstruktor.	mkovacevic-comment-117.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/movableCharacter.cs
C#	Povećavanje i smanjivanje brzine za 33 .	mkovacevic-comment-118.txt	0shade0/RP3	https://github.com/0shade0/RP3/blob/3a373d699553f8ee88c3b57e504059e94549160d/Pacman/movableCharacter.cs
C#	event handler za dogadjaj FormClosing dogadjaj koji se desava uvek kada\n se pokusa da se zatvori prozor, bilo pritiskom na dugme X , bilo pozi \n vom metoda prozora Close	mkovacevic-comment-119.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorForm.cs
C#	event handler za dogadjaj Click stavke menija mnSave	mkovacevic-comment-120.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorForm.cs
C#	event handler za dogadjaj Click stavke menija mnGridDots\n	mkovacevic-comment-121.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorForm.cs
C#	funkcija koja snima semu i vraca vrednost True ako je snimanje uspesno\n snimanje moze da bude neuspesno jedino u slucaju da sema nije prethodno\n bila snimljena i da korisnik u dijalogu SaveAs koji se poziva iz pro \n cedure SaveAs pritisne Cancel \n	mkovacevic-comment-122.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorPresenter.cs
C#	funkcija koja snima semu pod novim imenom i vraca vrednost True ako je\n snimanje uspesno snimanje moze da bude neuspesno jedino u slucaju da\n korisnik u dijalogu SaveAs pritisne Cancel	mkovacevic-comment-123.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorPresenter.cs
C#	funkcija koja se poziva kada korisnik zavrsava rad sa trenutnom semom\n bilo da zavrsava rad sa programom, bilo da otvara neku drugu semu ili\n pocinje rad na novoj semi a postoje izmene koje nisu snimljene u tom\n slucaju funkcija vraca True ako korisnik izabere da snimi Yes ili da ne\n snimi No promene, a vraca vrednost False jedino ako korisnik pritisne\n Cancel cime korisnik signalizira da odustaje od zapocete operacije i da\n zeli da i dalje radi u postojecoj semi	mkovacevic-comment-124.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorPresenter.cs
C#	Vraca marginu izmedju leve ivice panela seme i najblize linije grida	mkovacevic-comment-125.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/EditorPresenter.cs
C#	ako postoji jedna selektovana veza, vraca tu vezu inace vraca vezu\n koja je najbliza tacki x, y .	mkovacevic-comment-126.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	proverava na koji je nacin veza koja se u datom cvoru nalazi u smeru\n SmerVeze povezana sa ostatkom seme preko tog cvora .\n OdrziKontakt je True ako u cvoru postoji jos neka veza ili pin \n ako je OdrziKontakt True, JednaSusVeza je True ako postoji samo jedna\n susedna veza i nijedan pin, i u tom slucaju SmerSusVeze daje smer te veze	mkovacevic-comment-127.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	kreira vezu tako da joj je pocetak ispred kraja posmatrano u pravcu veze ,\n i zatim je spaja za odgovarajuce cvorove	mkovacevic-comment-128.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	vraca pin kola sa identifikatorom Id ako pin ne postoji, vraca null.	mkovacevic-comment-129.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	ne radi ispravno ako blok ne moze ceo da stane u semu voditi o ovome\n racuna kod rotiranja, gde ova situacija moze da se desi ako se rotira\n velik blok	mkovacevic-comment-130.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	dodaje Objekt u Blok, i azurira Pocetak i Kraj tj. GoreLevo i DoleDesno \n ako je Objekt izvan granica	mkovacevic-comment-131.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	spaja veze koje se nadovezuju jedna na drugu, i vraca novostvorenu vezu	mkovacevic-comment-132.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	kreira cvor na mestu Polozaj i vraca ga kao rezultat podrazumeva se\n da je prethodno provereno da na mestu Polozaj ne postoji cvor, a u\n funkciji se dodatno proverava da li se Polozaj nalazi unutar neke veze	mkovacevic-comment-133.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	vraca vezu koja prolazi kroz tacku tacanPolozaj u pravcu pravac\n pri trazenju veze ne uzima u obzir krajeve veze ako veza ne postoji,\n vraca null	mkovacevic-comment-134.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	deli vezu Veza na dva dela dve veze kreiranjem cvora na mestu Polozaj,\n i vraca cvor kao rezultat	mkovacevic-comment-135.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
